Feature,Gini,R
Flux change in CoA Biosynthesis after gene KO,0.0,0.0
Flux change in CoA Catabolism after gene KO,0.0,0.0
Flux change in Fatty acid activation after gene KO,0.0,0.0
Flux change in Fatty acid oxidation after gene KO,0.0,0.0
Flux change in Fatty acid oxidation (peroxisome) after gene KO,0.0,0.0
Flux change in Galactose metabolism after gene KO,0.0,0.0
Flux change in Glutathione Metabolism after gene KO,0.0,0.0
Flux change in Heme Biosynthesis after gene KO,0.0,0.0
Flux change in Heme Degradation after gene KO,0.0,0.0
Flux change in Lysine Metabolism after gene KO,0.0,0.0
Flux change in Methionine Metabolism after gene KO,0.0,0.0
Flux change in N-Glycan Degradation after gene KO,0.0,0.0
Flux change in Nucleic acid degradation after gene KO,0.0,0.0
Flux change in Nucleotide Sugar Metabolism after gene KO,0.0,0.0
Flux change in Pentose Phosphate Pathway after gene KO,0.0,0.0
Flux change in Phenylalanine metabolism after gene KO,0.0,0.0
Flux change in Purine Catabolism after gene KO,0.0,0.0
Flux change in Pyrimidine Catabolism after gene KO,0.0,0.0
Flux change in Salvage Pathway after gene KO,0.0,0.0
Flux change in Steroid Metabolism after gene KO,0.0,0.0
Flux change in Tetrahydrobiopterin after gene KO,0.0,0.0
Flux change in Thiamine Metabolism after gene KO,0.0,0.0
Flux change in Triacylglycerol Synthesis after gene KO,0.0,0.0
Flux change in Ubiquinone Biosynthesis after gene KO,0.0,0.0
Topological distance from aspartate (media),0.0,0.8852325815216111
Topological distance from cysteine (media),0.0,0.8886927245510697
Topological distance from D-glucose (media),0.0,0.0
Topological distance from glycine (media),0.0,0.0
Topological distance from isoleucine (media),0.0,0.8846153846153846
Topological distance from leucine (media),0.0,0.0
Topological distance from methionine (media),0.0,0.8755902314481185
Topological distance from ammonia (media),0.0,0.8801690279569764
Topological distance from phenylalanine (media),0.0,0.884816671429501
Topological distance from inorganic phosphate (media),0.0,0.0
Topological distance from succinate (media),0.0,0.0
Topological distance from tetrahydrofolate (media),0.0,0.0
Topological distance from threonine (media),0.0,0.0
Topological distance from tryptophan (media),0.0,0.0
Topological distance from tyrosine (media),0.0,0.0
Topological distance from urea (media),0.0,0.0
Topological distance to AMP (biomass),0.0,0.0
Topological distance to arginine (biomass),0.0,0.8755902314481185
Topological distance to asparagine (biomass),0.0,0.0
Topological distance to aspartate (biomass),0.0,0.0
Topological distance to ATP (biomass),0.0,0.0
Topological distance to cysteine (biomass),0.0,0.884816671429501
Topological distance to diacylglycerol (biomass),0.0,0.0
Topological distance to dTMP (biomass),0.0,0.884816671429501
Topological distance to glutamate (biomass),0.0,0.8809823180348625
Topological distance to glycine (biomass),0.0,0.0
Topological distance to water (biomass),0.0,0.884816671429501
Topological distance to histidine (biomass),0.0,0.8803245409275815
Topological distance to isoleucine (biomass),0.0,0.0
Topological distance to leucine (biomass),0.0,0.0
Topological distance to lysine (biomass),0.0,0.8896802485305646
Topological distance to monoacylglycerol (biomass),0.0,0.8803245409275815
Topological distance to methionine (biomass),0.0,0.8850223552914651
Topological distance to phosphatidylethanolamine (biomass),0.0,0.0
Topological distance to phenylalanine (biomass),0.0,0.0
Topological distance to phosphatidylserine (biomass),0.0,0.8808122718846412
Topological distance to serine (biomass),0.0,0.0
Topological distance to sphingomyelin (biomass),0.0,0.8756969969183247
Topological distance to threonine (biomass),0.0,0.0
Topological distance to tryptophan (biomass),0.0,0.0
Topological distance to valine (biomass),0.0,0.0
Topological distance to cholesterol ester (biomass),0.0,0.8850223552914651
