Feature,Gini,R
Topological distance to GMP (biomass),0.002612250205892239,0.9332565252573827
Flux change in Citric Acid Cycle after gene KO,0.002516853064921102,0.0
Topological distance to dCMP (biomass),0.00234298441598814,1.0
Topological distance to water (biomass),0.002186343643483764,0.9819805060619659
Topological distance to glutamine (biomass),0.0019786161191838385,1.0
Topological distance to CMP (biomass),0.0019690424848187093,0.9966158955401239
Topological distance to ATP (biomass),0.0018678447538791095,0.0
Topological distance to arginine (biomass),0.0018155860614288415,0.9933992677987827
Topological distance to alanine (biomass),0.0017424805035251658,0.998625428903524
Topological distance from isoleucine (media),0.0017085949073283042,0.9819805060619659
Topological distance to cysteine (biomass),0.001690300637395135,0.9819805060619659
Topological distance to UMP (biomass),0.0015764400028789205,0.9933992677987828
Topological distance from alanine (media),0.001483062130267292,0.9933992677987828
"Flux change in Tyrosine, Phenylalanine, and Tryptophan Biosynthesis after gene KO",0.0014499604946651673,0.0
Topological distance to sphingomyelin (biomass),0.0014303823512252934,0.9933992677987827
Flux change in Histidine Metabolism after gene KO,0.0014254956232791782,0.0
Topological distance to lysine (biomass),0.0013471237845593758,0.999015263178192
Topological distance from methionine (media),0.001282016288246403,0.9979487157886733
Flux change in Pentose Phosphate Pathway after gene KO,0.0011584286943897063,0.0
Topological distance from aspartate (media),0.001143564435563315,0.987829161147262
Flux change in Lysine Metabolism after gene KO,0.001027247532927954,0.0
Flux change in Tryptophan metabolism after gene KO,0.001006339025491024,0.0
Topological distance to phosphatidylethanolamine (biomass),0.0009792906108920963,0.0
Flux change in Sphingolipid Metabolism after gene KO,0.0008777215989292932,0.0
Topological distance to methionine (biomass),0.0007547132288222957,0.9819805060619659
Flux change in Methionine Metabolism after gene KO,0.0005426505146279345,0.0
Topological distance from phenylalanine (media),0.0005131378877527694,0.9819805060619659
Topological distance from hydrogen (media),0.00036957764218129545,0.0
Topological distance to serine (biomass),0.0003604546607923209,0.0
Topological distance to valine (biomass),0.00033171377922499575,0.0
Topological distance to glycine (biomass),0.0003191024346587231,0.0
Flux change in IMP Biosynthesis after gene KO,0.000289984327254261,0.0
Topological distance from oxygen (media),0.0002565689438763847,0.9819805060619659
Flux change in Aminosugar Metabolism after gene KO,0.0,0.0
Flux change in Bile Acid Biosynthesis after gene KO,0.0,0.0
Flux change in Biotin Metabolism after gene KO,0.0,0.0
Flux change in CoA Biosynthesis after gene KO,0.0,0.0
Flux change in CoA Catabolism after gene KO,0.0,0.0
Flux change in Fatty acid activation after gene KO,0.0,0.0
Flux change in Fatty acid oxidation (peroxisome) after gene KO,0.0,0.0
Flux change in Galactose metabolism after gene KO,0.0,0.0
Flux change in Heme Biosynthesis after gene KO,0.0,0.0
Flux change in Heme Degradation after gene KO,0.0,0.0
Flux change in N-Glycan Degradation after gene KO,0.0,0.0
Flux change in Nucleic acid degradation after gene KO,0.0,0.0
Flux change in Nucleotide Sugar Metabolism after gene KO,0.0,0.0
Flux change in Phenylalanine metabolism after gene KO,0.0,0.0
Flux change in Purine Catabolism after gene KO,0.0,0.0
Flux change in Salvage Pathway after gene KO,0.0,0.0
Flux change in Steroid Metabolism after gene KO,0.0,0.0
Flux change in Thiamine Metabolism after gene KO,0.0,0.0
Flux change in Ubiquinone Biosynthesis after gene KO,0.0,0.0
Topological distance from D-glucose (media),0.0,0.0
Topological distance from glycine (media),0.0,0.0
Topological distance from leucine (media),0.0,0.0
Topological distance from inorganic phosphate (media),0.0,0.0
Topological distance from succinate (media),0.0,0.0
Topological distance from tetrahydrofolate (media),0.0,0.0
Topological distance from threonine (media),0.0,0.0
Topological distance from tryptophan (media),0.0,0.0
Topological distance from tyrosine (media),0.0,0.0
Topological distance from urea (media),0.0,0.0
Topological distance to AMP (biomass),0.0,0.0
Topological distance to asparagine (biomass),0.0,0.0
Topological distance to aspartate (biomass),0.0,0.0
Topological distance to diacylglycerol (biomass),0.0,0.0
Topological distance to dTMP (biomass),0.0,0.987829161147262
Topological distance to isoleucine (biomass),0.0,0.0
Topological distance to leucine (biomass),0.0,0.0
Topological distance to phenylalanine (biomass),0.0,0.0
Topological distance to threonine (biomass),0.0,0.0
