genelistrounded,grRatio,CL,Gene,Cell Line
4942,0.996638937,LOXIMVI   ,OAT,LOXIMVI
1109,1,LOXIMVI   ,AKR1C4,LOXIMVI
54490,1,LOXIMVI   ,UGT2B28,LOXIMVI
54575,1,LOXIMVI   ,UGT1A10,LOXIMVI
54576,1,LOXIMVI   ,UGT1A8,LOXIMVI
7363,1,LOXIMVI   ,UGT2B4,LOXIMVI
6567,1,LOXIMVI   ,SLC16A2,LOXIMVI
2030,1,LOXIMVI   ,SLC29A1,LOXIMVI
56301,1,LOXIMVI   ,SLC7A10,LOXIMVI
6520,1,LOXIMVI   ,SLC3A2,LOXIMVI
189,1,LOXIMVI   ,AGXT,LOXIMVI
84649,1,LOXIMVI   ,DGAT2,LOXIMVI
8694,1,LOXIMVI   ,DGAT1,LOXIMVI
8611,1,LOXIMVI   ,PLPP1,LOXIMVI
8612,1,LOXIMVI   ,PLPP2,LOXIMVI
8613,1,LOXIMVI   ,PLPP3,LOXIMVI
11001,1,LOXIMVI   ,SLC27A2,LOXIMVI
7372,0,LOXIMVI   ,UMPS,LOXIMVI
10599,1,LOXIMVI   ,SLCO1B1,LOXIMVI
28234,1,LOXIMVI   ,SLCO1B3,LOXIMVI
6579,1,LOXIMVI   ,SLCO1A2,LOXIMVI
2356,1,LOXIMVI   ,FPGS,LOXIMVI
10797,1,LOXIMVI   ,MTHFD2,LOXIMVI
25902,1,LOXIMVI   ,MTHFD1L,LOXIMVI
22856,1,LOXIMVI   ,CHSY1,LOXIMVI
337876,1,LOXIMVI   ,CHSY3,LOXIMVI
55454,1,LOXIMVI   ,CSGALNACT2,LOXIMVI
55790,1,LOXIMVI   ,CSGALNACT1,LOXIMVI
79586,1,LOXIMVI   ,CHPF,LOXIMVI
23417,1,LOXIMVI   ,MLYCD,LOXIMVI
2194,0,LOXIMVI   ,FASN,LOXIMVI
130752,1,LOXIMVI   ,MDH1B,LOXIMVI
4190,1,LOXIMVI   ,MDH1,LOXIMVI
58510,0.997486425,LOXIMVI   ,PRODH2,LOXIMVI
686,1,LOXIMVI   ,BTD,LOXIMVI
10873,1,LOXIMVI   ,ME3,LOXIMVI
4200,1,LOXIMVI   ,ME2,LOXIMVI
5048,1,LOXIMVI   ,PAFAH1B1,LOXIMVI
5049,1,LOXIMVI   ,PAFAH1B2,LOXIMVI
5050,1,LOXIMVI   ,PAFAH1B3,LOXIMVI
5051,1,LOXIMVI   ,PAFAH2,LOXIMVI
10610,1,LOXIMVI   ,ST6GALNAC2,LOXIMVI
10331,1,LOXIMVI   ,B3GNT3,LOXIMVI
79901,1,LOXIMVI   ,CYBRD1,LOXIMVI
4126,1,LOXIMVI   ,MANBA,LOXIMVI
1645,1,LOXIMVI   ,AKR1C1,LOXIMVI
122481,1,LOXIMVI   ,AK7,LOXIMVI
203,1,LOXIMVI   ,AK1,LOXIMVI
26289,1,LOXIMVI   ,AK5,LOXIMVI
1892,1,LOXIMVI   ,ECHS1,LOXIMVI
3030,1,LOXIMVI   ,HADHA,LOXIMVI
3032,1,LOXIMVI   ,HADHB,LOXIMVI
29958,1,LOXIMVI   ,DMGDH,LOXIMVI
57379,1,LOXIMVI   ,AICDA,LOXIMVI
10090,1,LOXIMVI   ,UST,LOXIMVI
240,1,LOXIMVI   ,ALOX5,LOXIMVI
2990,1,LOXIMVI   ,GUSB,LOXIMVI
6570,1,LOXIMVI   ,SLC18A1,LOXIMVI
6571,1,LOXIMVI   ,SLC18A2,LOXIMVI
253430,1,LOXIMVI   ,IPMK,LOXIMVI
11254,1,LOXIMVI   ,SLC6A14,LOXIMVI
34,1,LOXIMVI   ,ACADM,LOXIMVI
35,1,LOXIMVI   ,ACADS,LOXIMVI
7498,1,LOXIMVI   ,XDH,LOXIMVI
31,1,LOXIMVI   ,ACACA,LOXIMVI
32,1,LOXIMVI   ,ACACB,LOXIMVI
3176,1,LOXIMVI   ,HNMT,LOXIMVI
9152,1,LOXIMVI   ,SLC6A5,LOXIMVI
1807,1,LOXIMVI   ,DPYS,LOXIMVI
1808,1,LOXIMVI   ,DPYSL2,LOXIMVI
1809,1,LOXIMVI   ,DPYSL3,LOXIMVI
56953,1,LOXIMVI   ,NT5M,LOXIMVI
316,1,LOXIMVI   ,AOX1,LOXIMVI
22978,1,LOXIMVI   ,NT5C2,LOXIMVI
3141,1,LOXIMVI   ,HLCS,LOXIMVI
60386,1,LOXIMVI   ,SLC25A19,LOXIMVI
9420,1,LOXIMVI   ,CYP7B1,LOXIMVI
7173,1,LOXIMVI   ,TPO,LOXIMVI
8897,1,LOXIMVI   ,MTMR3,LOXIMVI
51268,1,LOXIMVI   ,PIPOX,LOXIMVI
30,1,LOXIMVI   ,ACAA1,LOXIMVI
1757,1,LOXIMVI   ,SARDH,LOXIMVI
6526,1,LOXIMVI   ,SLC5A3,LOXIMVI
6783,1,LOXIMVI   ,SULT1E1,LOXIMVI
2588,1,LOXIMVI   ,GALNS,LOXIMVI
2720,1,LOXIMVI   ,GLB1,LOXIMVI
4758,1,LOXIMVI   ,NEU1,LOXIMVI
5476,1,LOXIMVI   ,CTSA,LOXIMVI
1376,1,LOXIMVI   ,CPT2,LOXIMVI
64078,1,LOXIMVI   ,SLC28A3,LOXIMVI
3156,0,LOXIMVI   ,HMGCR,LOXIMVI
5287,1,LOXIMVI   ,PIK3C2B,LOXIMVI
85365,1,LOXIMVI   ,ALG2,LOXIMVI
117283,1,LOXIMVI   ,IP6K3,LOXIMVI
51447,1,LOXIMVI   ,IP6K2,LOXIMVI
9807,1,LOXIMVI   ,IP6K1,LOXIMVI
1962,1,LOXIMVI   ,EHHADH,LOXIMVI
51,1,LOXIMVI   ,ACOX1,LOXIMVI
6535,1,LOXIMVI   ,SLC6A8,LOXIMVI
6537,1,LOXIMVI   ,SLC6A10P,LOXIMVI
8836,1,LOXIMVI   ,GGH,LOXIMVI
211,1,LOXIMVI   ,ALAS1,LOXIMVI
212,1,LOXIMVI   ,ALAS2,LOXIMVI
23464,1,LOXIMVI   ,GCAT,LOXIMVI
223,1,LOXIMVI   ,ALDH9A1,LOXIMVI
6723,1,LOXIMVI   ,SRM,LOXIMVI
125206,1,LOXIMVI   ,SLC5A10,LOXIMVI
159963,1,LOXIMVI   ,SLC5A12,LOXIMVI
200010,1,LOXIMVI   ,SLC5A9,LOXIMVI
6524,1,LOXIMVI   ,SLC5A2,LOXIMVI
6548,1,LOXIMVI   ,SLC9A1,LOXIMVI
6549,1,LOXIMVI   ,SLC9A2,LOXIMVI
6550,1,LOXIMVI   ,SLC9A3,LOXIMVI
10164,1,LOXIMVI   ,CHST4,LOXIMVI
23563,1,LOXIMVI   ,CHST5,LOXIMVI
4166,1,LOXIMVI   ,CHST6,LOXIMVI
9435,1,LOXIMVI   ,CHST2,LOXIMVI
1610,1,LOXIMVI   ,DAO,LOXIMVI
5226,1,LOXIMVI   ,PGD,LOXIMVI
4833,1,LOXIMVI   ,NME4,LOXIMVI
18,1,LOXIMVI   ,ABAT,LOXIMVI
9942,0.999884007,LOXIMVI   ,XYLB,LOXIMVI
124935,1,LOXIMVI   ,SLC43A2,LOXIMVI
8501,1,LOXIMVI   ,SLC43A1,LOXIMVI
2987,0,LOXIMVI   ,GUK1,LOXIMVI
11046,1,LOXIMVI   ,SLC35D2,LOXIMVI
23443,1,LOXIMVI   ,SLC35A3,LOXIMVI
84912,1,LOXIMVI   ,SLC35B4,LOXIMVI
19,1,LOXIMVI   ,ABCA1,LOXIMVI
6578,1,LOXIMVI   ,SLCO2A1,LOXIMVI
10087,1,LOXIMVI   ,CERT1,LOXIMVI
790,0,LOXIMVI   ,CAD,LOXIMVI
23556,1,LOXIMVI   ,PIGN,LOXIMVI
1588,1,LOXIMVI   ,CYP19A1,LOXIMVI
1571,1,LOXIMVI   ,CYP2E1,LOXIMVI
6583,1,LOXIMVI   ,SLC22A4,LOXIMVI
22928,1,LOXIMVI   ,SEPHS2,LOXIMVI
22929,1,LOXIMVI   ,SEPHS1,LOXIMVI
4953,1,LOXIMVI   ,ODC1,LOXIMVI
8566,1,LOXIMVI   ,PDXK,LOXIMVI
54480,1,LOXIMVI   ,CHPF2,LOXIMVI
9380,1,LOXIMVI   ,GRHPR,LOXIMVI
3612,1,LOXIMVI   ,IMPA1,LOXIMVI
3613,1,LOXIMVI   ,IMPA2,LOXIMVI
9415,1,LOXIMVI   ,FADS2,LOXIMVI
6566,0.991456504,LOXIMVI   ,SLC16A1,LOXIMVI
7355,1,LOXIMVI   ,SLC35A2,LOXIMVI
50814,0,LOXIMVI   ,NSDHL,LOXIMVI
9563,1,LOXIMVI   ,H6PD,LOXIMVI
4363,1,LOXIMVI   ,ABCC1,LOXIMVI
4860,1,LOXIMVI   ,PNP,LOXIMVI
3284,1,LOXIMVI   ,HSD3B2,LOXIMVI
3620,1,LOXIMVI   ,IDO1,LOXIMVI
10846,1,LOXIMVI   ,PDE10A,LOXIMVI
50940,1,LOXIMVI   ,PDE11A,LOXIMVI
5136,1,LOXIMVI   ,PDE1A,LOXIMVI
5137,1,LOXIMVI   ,PDE1C,LOXIMVI
5138,1,LOXIMVI   ,PDE2A,LOXIMVI
5139,1,LOXIMVI   ,PDE3A,LOXIMVI
5140,1,LOXIMVI   ,PDE3B,LOXIMVI
5145,1,LOXIMVI   ,PDE6A,LOXIMVI
5146,1,LOXIMVI   ,PDE6C,LOXIMVI
5147,1,LOXIMVI   ,PDE6D,LOXIMVI
5148,1,LOXIMVI   ,PDE6G,LOXIMVI
5149,1,LOXIMVI   ,PDE6H,LOXIMVI
5152,1,LOXIMVI   ,PDE9A,LOXIMVI
5153,1,LOXIMVI   ,PDE1B,LOXIMVI
5158,1,LOXIMVI   ,PDE6B,LOXIMVI
8654,1,LOXIMVI   ,PDE5A,LOXIMVI
160287,1,LOXIMVI   ,LDHAL6A,LOXIMVI
3939,1,LOXIMVI   ,LDHA,LOXIMVI
3945,1,LOXIMVI   ,LDHB,LOXIMVI
3948,1,LOXIMVI   ,LDHC,LOXIMVI
55293,1,LOXIMVI   ,UEVLD,LOXIMVI
92483,1,LOXIMVI   ,LDHAL6B,LOXIMVI
343,1,LOXIMVI   ,AQP8,LOXIMVI
113026,1,LOXIMVI   ,PLCD3,LOXIMVI
23007,1,LOXIMVI   ,PLCH1,LOXIMVI
23236,1,LOXIMVI   ,PLCB1,LOXIMVI
257068,1,LOXIMVI   ,PLCXD2,LOXIMVI
51196,1,LOXIMVI   ,PLCE1,LOXIMVI
5330,1,LOXIMVI   ,PLCB2,LOXIMVI
5331,1,LOXIMVI   ,PLCB3,LOXIMVI
5332,1,LOXIMVI   ,PLCB4,LOXIMVI
5333,1,LOXIMVI   ,PLCD1,LOXIMVI
5334,1,LOXIMVI   ,PLCL1,LOXIMVI
5335,1,LOXIMVI   ,PLCG1,LOXIMVI
5336,1,LOXIMVI   ,PLCG2,LOXIMVI
84812,1,LOXIMVI   ,PLCD4,LOXIMVI
89869,1,LOXIMVI   ,PLCZ1,LOXIMVI
9651,1,LOXIMVI   ,PLCH2,LOXIMVI
5281,1,LOXIMVI   ,PIGF,LOXIMVI
54872,1,LOXIMVI   ,PIGG,LOXIMVI
8034,0.994305499,LOXIMVI   ,SLC25A16,LOXIMVI
8525,1,LOXIMVI   ,DGKZ,LOXIMVI
9162,1,LOXIMVI   ,DGKI,LOXIMVI
1786,1,LOXIMVI   ,DNMT1,LOXIMVI
1787,1,LOXIMVI   ,TRDMT1,LOXIMVI
1788,1,LOXIMVI   ,DNMT3A,LOXIMVI
1789,1,LOXIMVI   ,DNMT3B,LOXIMVI
56548,1,LOXIMVI   ,CHST7,LOXIMVI
9469,1,LOXIMVI   ,CHST3,LOXIMVI
229,1,LOXIMVI   ,ALDOB,LOXIMVI
318,1,LOXIMVI   ,NUDT2,LOXIMVI
2944,1,LOXIMVI   ,GSTM1,LOXIMVI
55301,1,LOXIMVI   ,OLAH,LOXIMVI
4123,1,LOXIMVI   ,MAN2C1,LOXIMVI
7941,1,LOXIMVI   ,PLA2G7,LOXIMVI
84920,1,LOXIMVI   ,ALG10,LOXIMVI
6580,1,LOXIMVI   ,SLC22A1,LOXIMVI
6582,1,LOXIMVI   ,SLC22A2,LOXIMVI
8140,1,LOXIMVI   ,SLC7A5,LOXIMVI
9197,1,LOXIMVI   ,SLC33A1,LOXIMVI
10723,1,LOXIMVI   ,SLC12A7,LOXIMVI
6560,1,LOXIMVI   ,SLC12A4,LOXIMVI
9990,1,LOXIMVI   ,SLC12A6,LOXIMVI
23475,1,LOXIMVI   ,QPRT,LOXIMVI
206358,1,LOXIMVI   ,SLC36A1,LOXIMVI
1891,1,LOXIMVI   ,ECH1,LOXIMVI
28231,1,LOXIMVI   ,SLCO4A1,LOXIMVI
53919,1,LOXIMVI   ,SLCO1C1,LOXIMVI
1543,1,LOXIMVI   ,CYP1A1,LOXIMVI
1544,1,LOXIMVI   ,CYP1A2,LOXIMVI
1545,1,LOXIMVI   ,CYP1B1,LOXIMVI
1557,1,LOXIMVI   ,CYP2C19,LOXIMVI
6513,1,LOXIMVI   ,SLC2A1,LOXIMVI
6514,1,LOXIMVI   ,SLC2A2,LOXIMVI
6576,1,LOXIMVI   ,SLC25A1,LOXIMVI
1718,0,LOXIMVI   ,DHCR24,LOXIMVI
27124,1,LOXIMVI   ,INPP5J,LOXIMVI
3632,1,LOXIMVI   ,INPP5A,LOXIMVI
3633,1,LOXIMVI   ,INPP5B,LOXIMVI
3635,1,LOXIMVI   ,INPP5D,LOXIMVI
3636,1,LOXIMVI   ,INPPL1,LOXIMVI
56623,1,LOXIMVI   ,INPP5E,LOXIMVI
8867,1,LOXIMVI   ,SYNJ1,LOXIMVI
2806,1,LOXIMVI   ,GOT2,LOXIMVI
6898,1,LOXIMVI   ,TAT,LOXIMVI
7296,1,LOXIMVI   ,TXNRD1,LOXIMVI
8574,1,LOXIMVI   ,AKR7A2,LOXIMVI
3423,1,LOXIMVI   ,IDS,LOXIMVI
2184,0.997369959,LOXIMVI   ,FAH,LOXIMVI
2752,1,LOXIMVI   ,GLUL,LOXIMVI
51557,1,LOXIMVI   ,LGSN,LOXIMVI
1593,1,LOXIMVI   ,CYP27A1,LOXIMVI
7357,1,LOXIMVI   ,UGCG,LOXIMVI
151531,1,LOXIMVI   ,UPP2,LOXIMVI
7378,1,LOXIMVI   ,UPP1,LOXIMVI
15,1,LOXIMVI   ,AANAT,LOXIMVI
7083,1,LOXIMVI   ,TK1,LOXIMVI
7084,1,LOXIMVI   ,TK2,LOXIMVI
5959,1,LOXIMVI   ,RDH5,LOXIMVI
64802,1,LOXIMVI   ,NMNAT1,LOXIMVI
10861,1,LOXIMVI   ,SLC26A1,LOXIMVI
1811,1,LOXIMVI   ,SLC26A3,LOXIMVI
1836,1,LOXIMVI   ,SLC26A2,LOXIMVI
5337,1,LOXIMVI   ,PLD1,LOXIMVI
4247,1,LOXIMVI   ,MGAT2,LOXIMVI
10841,1,LOXIMVI   ,FTCD,LOXIMVI
112724,1,LOXIMVI   ,RDH13,LOXIMVI
145226,1,LOXIMVI   ,RDH12,LOXIMVI
195814,1,LOXIMVI   ,SDR16C5,LOXIMVI
51109,1,LOXIMVI   ,RDH11,LOXIMVI
57665,1,LOXIMVI   ,RDH14,LOXIMVI
10905,1,LOXIMVI   ,MAN1A2,LOXIMVI
4121,1,LOXIMVI   ,MAN1A1,LOXIMVI
57134,1,LOXIMVI   ,MAN1C1,LOXIMVI
1629,0.995082252,LOXIMVI   ,DBT,LOXIMVI
1738,0.726709295,LOXIMVI   ,DLD,LOXIMVI
593,0.995082252,LOXIMVI   ,BCKDHA,LOXIMVI
594,1,LOXIMVI   ,BCKDHB,LOXIMVI
6523,1,LOXIMVI   ,SLC5A1,LOXIMVI
6563,1,LOXIMVI   ,SLC14A1,LOXIMVI
8170,1,LOXIMVI   ,SLC14A2,LOXIMVI
366,1,LOXIMVI   ,AQP9,LOXIMVI
84720,1,LOXIMVI   ,PIGO,LOXIMVI
162466,1,LOXIMVI   ,PHOSPHO1,LOXIMVI
6470,1,LOXIMVI   ,SHMT1,LOXIMVI
84532,1,LOXIMVI   ,ACSS1,LOXIMVI
6888,0.999625671,LOXIMVI   ,TALDO1,LOXIMVI
2131,1,LOXIMVI   ,EXT1,LOXIMVI
2132,1,LOXIMVI   ,EXT2,LOXIMVI
2134,1,LOXIMVI   ,EXTL1,LOXIMVI
2137,1,LOXIMVI   ,EXTL3,LOXIMVI
129807,1,LOXIMVI   ,NEU4,LOXIMVI
4759,1,LOXIMVI   ,NEU2,LOXIMVI
55191,1,LOXIMVI   ,NADSYN1,LOXIMVI
549,0.998794652,LOXIMVI   ,AUH,LOXIMVI
55577,1,LOXIMVI   ,NAGK,LOXIMVI
6309,0,LOXIMVI   ,SC5D,LOXIMVI
3294,1,LOXIMVI   ,HSD17B2,LOXIMVI
54407,1,LOXIMVI   ,SLC38A2,LOXIMVI
81539,1,LOXIMVI   ,SLC38A1,LOXIMVI
55315,1,LOXIMVI   ,SLC29A3,LOXIMVI
7390,1,LOXIMVI   ,UROS,LOXIMVI
80055,1,LOXIMVI   ,PGAP1,LOXIMVI
80235,1,LOXIMVI   ,PIGZ,LOXIMVI
175,1,LOXIMVI   ,AGA,LOXIMVI
2571,1,LOXIMVI   ,GAD1,LOXIMVI
9453,1,LOXIMVI   ,GGPS1,LOXIMVI
60490,1,LOXIMVI   ,PPCDC,LOXIMVI
10400,1,LOXIMVI   ,PEMT,LOXIMVI
10554,1,LOXIMVI   ,AGPAT1,LOXIMVI
10555,1,LOXIMVI   ,AGPAT2,LOXIMVI
137964,1,LOXIMVI   ,GPAT4,LOXIMVI
55326,1,LOXIMVI   ,AGPAT5,LOXIMVI
56894,1,LOXIMVI   ,AGPAT3,LOXIMVI
56895,1,LOXIMVI   ,AGPAT4,LOXIMVI
3425,1,LOXIMVI   ,IDUA,LOXIMVI
9514,1,LOXIMVI   ,GAL3ST1,LOXIMVI
2628,1,LOXIMVI   ,GATM,LOXIMVI
57026,1,LOXIMVI   ,PDXP,LOXIMVI
5728,1,LOXIMVI   ,PTEN,LOXIMVI
5172,1,LOXIMVI   ,SLC26A4,LOXIMVI
4907,1,LOXIMVI   ,NT5E,LOXIMVI
3658,1,LOXIMVI   ,IREB2,LOXIMVI
48,1,LOXIMVI   ,ACO1,LOXIMVI
55650,1,LOXIMVI   ,PIGV,LOXIMVI
1468,1,LOXIMVI   ,SLC25A10,LOXIMVI
51179,1,LOXIMVI   ,HAO2,LOXIMVI
54363,1,LOXIMVI   ,HAO1,LOXIMVI
27235,1,LOXIMVI   ,COQ2,LOXIMVI
79087,1,LOXIMVI   ,ALG12,LOXIMVI
2523,1,LOXIMVI   ,FUT1,LOXIMVI
6581,1,LOXIMVI   ,SLC22A3,LOXIMVI
847,1,LOXIMVI   ,CAT,LOXIMVI
53947,1,LOXIMVI   ,A4GALT,LOXIMVI
10327,1,LOXIMVI   ,AKR1A1,LOXIMVI
231,1,LOXIMVI   ,AKR1B1,LOXIMVI
1716,1,LOXIMVI   ,DGUOK,LOXIMVI
50808,1,LOXIMVI   ,AK3,LOXIMVI
2544,1,LOXIMVI   ,SLC37A4,LOXIMVI
10965,1,LOXIMVI   ,ACOT2,LOXIMVI
953,1,LOXIMVI   ,ENTPD1,LOXIMVI
954,1,LOXIMVI   ,ENTPD2,LOXIMVI
955,1,LOXIMVI   ,ENTPD6,LOXIMVI
956,1,LOXIMVI   ,ENTPD3,LOXIMVI
957,1,LOXIMVI   ,ENTPD5,LOXIMVI
64841,1,LOXIMVI   ,GNPNAT1,LOXIMVI
55089,1,LOXIMVI   ,SLC38A4,LOXIMVI
28232,1,LOXIMVI   ,SLCO3A1,LOXIMVI
9488,1,LOXIMVI   ,PIGB,LOXIMVI
6715,1,LOXIMVI   ,SRD5A1,LOXIMVI
6716,1,LOXIMVI   ,SRD5A2,LOXIMVI
8443,1,LOXIMVI   ,GNPAT,LOXIMVI
226,1,LOXIMVI   ,ALDOA,LOXIMVI
230,1,LOXIMVI   ,ALDOC,LOXIMVI
6487,1,LOXIMVI   ,ST3GAL3,LOXIMVI
100,1,LOXIMVI   ,ADA,LOXIMVI
5372,1,LOXIMVI   ,PMM1,LOXIMVI
5373,1,LOXIMVI   ,PMM2,LOXIMVI
55276,1,LOXIMVI   ,PGM2,LOXIMVI
6529,1,LOXIMVI   ,SLC6A1,LOXIMVI
6538,1,LOXIMVI   ,SLC6A11,LOXIMVI
6539,1,LOXIMVI   ,SLC6A12,LOXIMVI
6540,1,LOXIMVI   ,SLC6A13,LOXIMVI
8309,1,LOXIMVI   ,ACOX2,LOXIMVI
3712,0.998794652,LOXIMVI   ,IVD,LOXIMVI
23483,1,LOXIMVI   ,TGDS,LOXIMVI
23057,1,LOXIMVI   ,NMNAT2,LOXIMVI
349565,1,LOXIMVI   ,NMNAT3,LOXIMVI
2548,1,LOXIMVI   ,GAA,LOXIMVI
11226,1,LOXIMVI   ,GALNT6,LOXIMVI
11227,1,LOXIMVI   ,GALNT5,LOXIMVI
114805,1,LOXIMVI   ,GALNT13,LOXIMVI
117248,1,LOXIMVI   ,GALNT15,LOXIMVI
2589,1,LOXIMVI   ,GALNT1,LOXIMVI
2590,1,LOXIMVI   ,GALNT2,LOXIMVI
2591,1,LOXIMVI   ,GALNT3,LOXIMVI
26290,1,LOXIMVI   ,GALNT8,LOXIMVI
50614,1,LOXIMVI   ,GALNT9,LOXIMVI
51809,1,LOXIMVI   ,GALNT7,LOXIMVI
55568,1,LOXIMVI   ,GALNT10,LOXIMVI
63917,1,LOXIMVI   ,GALNT11,LOXIMVI
79623,1,LOXIMVI   ,GALNT14,LOXIMVI
79695,1,LOXIMVI   ,GALNT12,LOXIMVI
8693,1,LOXIMVI   ,GALNT4,LOXIMVI
6505,1,LOXIMVI   ,SLC1A1,LOXIMVI
6506,1,LOXIMVI   ,SLC1A2,LOXIMVI
6507,1,LOXIMVI   ,SLC1A3,LOXIMVI
6511,1,LOXIMVI   ,SLC1A6,LOXIMVI
6512,1,LOXIMVI   ,SLC1A7,LOXIMVI
39,0.969782896,LOXIMVI   ,ACAT2,LOXIMVI
10678,1,LOXIMVI   ,B3GNT2,LOXIMVI
1036,1,LOXIMVI   ,CDO1,LOXIMVI
6476,1,LOXIMVI   ,SI,LOXIMVI
57282,1,LOXIMVI   ,SLC4A10,LOXIMVI
9498,1,LOXIMVI   ,SLC4A8,LOXIMVI
6448,1,LOXIMVI   ,SGSH,LOXIMVI
2542,1,LOXIMVI   ,SLC37A4,LOXIMVI
239,1,LOXIMVI   ,ALOX12,LOXIMVI
23396,1,LOXIMVI   ,PIP5K1C,LOXIMVI
8394,1,LOXIMVI   ,PIP5K1A,LOXIMVI
8395,1,LOXIMVI   ,PIP5K1B,LOXIMVI
5092,1,LOXIMVI   ,PCBD1,LOXIMVI
4597,0,LOXIMVI   ,MVD,LOXIMVI
26,1,LOXIMVI   ,AOC1,LOXIMVI
314,1,LOXIMVI   ,AOC2,LOXIMVI
8639,1,LOXIMVI   ,AOC3,LOXIMVI
3251,1,LOXIMVI   ,HPRT1,LOXIMVI
26873,1,LOXIMVI   ,OPLAH,LOXIMVI
2655,1,LOXIMVI   ,GGCT,LOXIMVI
