TYPE	ID_NAME	ID_DESCRIPTION	DATA_POSTPROCESSING	DATASET	CANCER TYPE	SUBTYPE	ENDPOINT	COHORT	CONTRIBUTOR	ARRAY TYPE	PROBE ID	N	CUTPOINT	MINIMUM P-VALUE	CORRECTED P-VALUE	ln(HR-high / HR-low)	COX P-VALUE	ln(HR)	HR [95% CI-low CI-upp]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE7696	Brain cancer	Glioblastoma	Overall Survival	Lausanne	Murat	HG-U133_Plus_2	212383_at	70	0.171429	0.0390141	0.420903	-0.684196	0.414328	-0.371039	0.69 [0.28 - 1.68]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE7696	Brain cancer	Glioblastoma	Overall Survival	Lausanne	Murat	HG-U133_Plus_2	205095_s_at	70	0.357143	0.0235675	0.300541	-0.619065	0.584895	-0.670618	0.51 [0.05 - 5.67]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	MGH-glioma	Brain cancer	Glioma	Overall Survival	CBTTB, MGH, BWH, CH	Nutt	HG-U95A	39326_at	50	0.64	0.0786684	-	-0.703753	0.364723	-0.263433	0.77 [0.43 - 1.36]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE4412-GPL96	Brain cancer	Glioma	Overall Survival	UCLA (1996-2003)	Freije	HG-U133A	205095_s_at	74	0.22973	0.000237692	0.00746821	-1.12024	0.001483	-0.625546	0.53 [0.36 - 0.79]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE4412-GPL96	Brain cancer	Glioma	Overall Survival	UCLA (1996-2003)	Freije	HG-U133A	212383_at	74	0.135135	0.00928192	0.152629	-0.951121	0.379286	-0.332247	0.72 [0.34 - 1.50]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE16581	Brain cancer	Meningioma	Overall Survival	UCLA	Lee	HG-U133_Plus_2	212383_at	67	0.791045	0.0093124	0.153008	1.59026	0.247966	2.09951	8.16 [0.23 - 287.54]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE16581	Brain cancer	Meningioma	Overall Survival	UCLA	Lee	HG-U133_Plus_2	205095_s_at	67	0.895522	1.65518e-07	1.02717e-05	2.67716	0.0088623	3.86275	47.60 [2.64 - 858.68]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE19615	Breast cancer		Distant Metastasis Free Survival	DF/HCC	Li	HG-U133_Plus_2	205095_s_at	115	0.130435	0.133281	-	15.2391	0.906723	0.0857306	1.09 [0.26 - 4.57]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE19615	Breast cancer		Distant Metastasis Free Survival	DF/HCC	Li	HG-U133_Plus_2	212383_at	115	0.504348	0.0281422	0.339342	-1.32913	0.774322	-0.199304	0.82 [0.21 - 3.20]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE3143	Breast cancer		Overall Survival	Duke	Bild	HG-U95A	39326_at	158	0.101266	0.0263389	0.324414	-0.801213	0.705443	-0.0754242	0.93 [0.63 - 1.37]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE7849	Breast cancer		Disease Free Survival	Duke (1990-2001)	Anders	HG-U95A	39326_at	76	0.157895	0.289865	-	-0.681965	0.761428	0.135942	1.15 [0.48 - 2.76]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE12276	Breast cancer		Relapse Free Survival	EMC	Bos	HG-U133_Plus_2	212383_at	204	0.308824	0.00681484	0.120499	-0.413562	0.0648812	-0.366491	0.69 [0.47 - 1.02]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE12276	Breast cancer		Relapse Free Survival	EMC	Bos	HG-U133_Plus_2	205095_s_at	204	0.784314	0.0347989	0.390846	-0.35578	0.364236	-0.047783	0.95 [0.86 - 1.06]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE6532-GPL570	Breast cancer		Distant Metastasis Free Survival	GUYT	Loi	HG-U133_Plus_2	212383_at	87	0.287356	0.00860076	0.14405	-0.961542	0.295333	-0.434322	0.65 [0.29 - 1.46]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE6532-GPL570	Breast cancer		Distant Metastasis Free Survival	GUYT	Loi	HG-U133_Plus_2	205095_s_at	87	0.678161	0.309348	-	-0.440497	0.520179	-0.416892	0.66 [0.18 - 2.35]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE6532-GPL570	Breast cancer		Relapse Free Survival	GUYT	Loi	HG-U133_Plus_2	212383_at	87	0.287356	0.00860076	0.14405	-0.961542	0.295333	-0.434322	0.65 [0.29 - 1.46]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE6532-GPL570	Breast cancer		Relapse Free Survival	GUYT	Loi	HG-U133_Plus_2	205095_s_at	87	0.678161	0.309348	-	-0.440497	0.520179	-0.416892	0.66 [0.18 - 2.35]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE9195	Breast cancer		Distant Metastasis Free Survival	GUYT2	Loi	HG-U133_Plus_2	212383_at	77	0.480519	0.064676	-	1.35476	0.503095	0.454477	1.58 [0.42 - 5.96]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE9195	Breast cancer		Distant Metastasis Free Survival	GUYT2	Loi	HG-U133_Plus_2	205095_s_at	77	0.766234	0.278687	-	-1.08769	0.804683	-0.22711	0.80 [0.13 - 4.82]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE9195	Breast cancer		Relapse Free Survival	GUYT2	Loi	HG-U133_Plus_2	212383_at	77	0.480519	0.0476455	0.477299	1.22633	0.327133	0.57276	1.77 [0.56 - 5.58]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE9195	Breast cancer		Relapse Free Survival	GUYT2	Loi	HG-U133_Plus_2	205095_s_at	77	0.38961	0.231878	-	0.768086	0.910146	0.0901981	1.09 [0.23 - 5.24]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE12093	Breast cancer		Distant Metastasis Free Survival	IO, NCI, TUM, CCF (1992-2000)	Zhang	HG-U133A	205095_s_at	136	0.794118	0.309558	-	-0.744391	0.89257	0.0384358	1.04 [0.59 - 1.82]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE12093	Breast cancer		Distant Metastasis Free Survival	IO, NCI, TUM, CCF (1992-2000)	Zhang	HG-U133A	212383_at	136	0.125	0.128393	-	-0.771859	0.273093	-0.677415	0.51 [0.15 - 1.71]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE11121	Breast cancer		Distant Metastasis Free Survival	Mainz (1988-1998)	Schmidt	HG-U133A	205095_s_at	200	0.33	0.0965073	-	0.554664	0.428887	0.191598	1.21 [0.75 - 1.95]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE11121	Breast cancer		Distant Metastasis Free Survival	Mainz (1988-1998)	Schmidt	HG-U133A	212383_at	200	0.875	0.0863011	-	0.628535	0.632605	0.305797	1.36 [0.39 - 4.76]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE1378	Breast cancer		Relapse Free Survival	MGH (1987-2000)	Ma	Arcturus 22k	20876	60	0.116667	0.0182629	0.251214	-1.12083	0.09651	-0.67085	0.51 [0.23 - 1.13]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE1379	Breast cancer		Relapse Free Survival	MGH (1987-2000)	Ma	Arcturus 22k	20876	60	0.75	0.215804	-	0.495626	0.695673	0.164645	1.18 [0.52 - 2.69]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE2034	Breast cancer		Distant Metastasis Free Survival	Rotterdam (1980-1995)	Wang	HG-U133A	205095_s_at	286	0.199301	0.00852546	0.143089	-0.566522	0.13575	-0.221377	0.80 [0.60 - 1.07]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE2034	Breast cancer		Distant Metastasis Free Survival	Rotterdam (1980-1995)	Wang	HG-U133A	212383_at	286	0.29021	0.0540568	-	-0.389701	0.21208	-0.465107	0.63 [0.30 - 1.30]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE1456-GPL96	Breast cancer		Relapse Free Survival	Stockholm (1994-1996)	Pawitan	HG-U133A	205095_s_at	159	0.603774	0.0534005	-	0.602697	0.901429	0.0295693	1.03 [0.65 - 1.64]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE1456-GPL96	Breast cancer		Overall Survival	Stockholm (1994-1996)	Pawitan	HG-U133A	212383_at	159	0.465409	0.0238057	0.30264	0.761755	0.575557	0.324101	1.38 [0.44 - 4.30]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE1456-GPL96	Breast cancer		Disease Specific Survival	Stockholm (1994-1996)	Pawitan	HG-U133A	205095_s_at	159	0.603774	0.00558414	0.103212	1.01785	0.365326	0.26226	1.30 [0.74 - 2.29]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE1456-GPL96	Breast cancer		Relapse Free Survival	Stockholm (1994-1996)	Pawitan	HG-U133A	212383_at	159	0.861635	0.022396	0.290083	0.812949	0.64131	0.277225	1.32 [0.41 - 4.24]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE1456-GPL96	Breast cancer		Disease Specific Survival	Stockholm (1994-1996)	Pawitan	HG-U133A	212383_at	159	0.861635	0.109262	-	0.681764	0.681316	0.281601	1.33 [0.35 - 5.08]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE1456-GPL96	Breast cancer		Overall Survival	Stockholm (1994-1996)	Pawitan	HG-U133A	205095_s_at	159	0.578616	0.00281898	0.0599024	0.941969	0.511994	0.159263	1.17 [0.73 - 1.89]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE7378	Breast cancer		Disease Free Survival	UCSF	Zhou	U133AAofAv2	205095_s_at	54	0.703704	0.0663921	-	1.16644	0.565186	0.421767	1.52 [0.36 - 6.42]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE7378	Breast cancer		Disease Free Survival	UCSF	Zhou	U133AAofAv2	212383_at	54	0.425926	0.267071	-	0.863948	0.660408	0.278609	1.32 [0.38 - 4.58]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	E-TABM-158	Breast cancer		Overall Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	212383_at	117	0.709402	0.0085035	0.142808	0.817916	0.112546	0.537502	1.71 [0.88 - 3.32]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	E-TABM-158	Breast cancer		Distant Metastasis Free Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	212383_at	117	0.794872	0.134104	-	0.621727	0.208881	0.53075	1.70 [0.74 - 3.89]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	E-TABM-158	Breast cancer		Relapse Free Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	205095_s_at	117	0.102564	0.0166274	0.234877	15.2193	0.200227	0.517936	1.68 [0.76 - 3.71]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	E-TABM-158	Breast cancer		Disease Specific Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	205095_s_at	117	0.102564	0.0472361	0.474765	15.2133	0.170339	0.64271	1.90 [0.76 - 4.77]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	E-TABM-158	Breast cancer		Overall Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	205095_s_at	117	0.102564	0.0166274	0.234877	15.2193	0.200227	0.517936	1.68 [0.76 - 3.71]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	E-TABM-158	Breast cancer		Distant Metastasis Free Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	205095_s_at	117	0.102564	0.17314	-	1.29734	0.748499	0.174917	1.19 [0.41 - 3.47]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	E-TABM-158	Breast cancer		Disease Specific Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	212383_at	117	0.794872	0.0236026	0.300851	0.868446	0.127435	0.603086	1.83 [0.84 - 3.97]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	E-TABM-158	Breast cancer		Relapse Free Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	212383_at	117	0.709402	0.0085035	0.142808	0.817916	0.112546	0.537502	1.71 [0.88 - 3.32]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE3494-GPL96	Breast cancer		Disease Specific Survival	Uppsala (1987-1989)	Miller	HG-U133A	212383_at	236	0.118644	0.00261635	0.0563902	-0.922266	0.738821	0.229125	1.26 [0.33 - 4.84]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE3494-GPL96	Breast cancer		Disease Specific Survival	Uppsala (1987-1989)	Miller	HG-U133A	205095_s_at	236	0.139831	0.0125956	0.19179	-0.773396	0.566672	-0.128018	0.88 [0.57 - 1.36]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE4922-GPL96	Breast cancer		Disease Free Survival	Uppsala (1987-1989)	Ivshina	HG-U133A	212383_at	249	0.859438	0.0389109	0.420188	0.551071	0.0877784	0.859571	2.36 [0.88 - 6.34]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE4922-GPL96	Breast cancer		Disease Free Survival	Uppsala (1987-1989)	Ivshina	HG-U133A	205095_s_at	249	0.875502	0.143239	-	-0.568499	0.992813	-0.00156785	1.00 [0.71 - 1.40]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE2990	Breast cancer		Relapse Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	212383_at	62	0.774194	0.153755	-	-0.893491	0.643951	-0.108488	0.90 [0.57 - 1.42]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE2990	Breast cancer		Relapse Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	205095_s_at	125	0.592	0.00198444	0.0450057	-0.987651	0.150647	-1.22386	0.29 [0.06 - 1.56]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE2990	Breast cancer		Distant Metastasis Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	205095_s_at	54	0.111111	0.0109647	0.173009	-1.61786	0.692854	-0.095888	0.91 [0.56 - 1.46]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE2990	Breast cancer		Distant Metastasis Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	212383_at	125	0.896	0.0151597	0.219688	1.07181	0.705142	0.255801	1.29 [0.34 - 4.86]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE2990	Breast cancer		Relapse Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	212383_at	125	0.896	0.0632088	-	0.70699	0.655708	-0.233567	0.79 [0.28 - 2.21]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE2990	Breast cancer		Distant Metastasis Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	212383_at	54	0.111111	0.0886087	-	-1.08532	0.69992	-0.109669	0.90 [0.51 - 1.57]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE2990	Breast cancer		Relapse Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	205095_s_at	62	0.112903	0.099098	-	-1.02458	0.704838	-0.0753023	0.93 [0.63 - 1.37]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE2990	Breast cancer		Distant Metastasis Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	205095_s_at	125	0.128	0.0477141	0.477723	15.2181	0.993716	-0.0086706	0.99 [0.11 - 8.58]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE7390	Breast cancer		Overall Survival	Uppsala, Oxford, Stockholm, IGR, GUYT, CRH (1980-1998)	Desmedt	HG-U133A	212383_at	198	0.338384	0.0890353	-	0.521351	0.422636	0.234462	1.26 [0.71 - 2.24]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE7390	Breast cancer		Relapse Free Survival	Uppsala, Oxford, Stockholm, IGR, GUYT, CRH (1980-1998)	Desmedt	HG-U133A	205095_s_at	198	0.626263	0.0454033	0.463257	0.421108	0.460376	0.0613013	1.06 [0.90 - 1.25]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE7390	Breast cancer		Distant Metastasis Free Survival	Uppsala, Oxford, Stockholm, IGR, GUYT, CRH (1980-1998)	Desmedt	HG-U133A	205095_s_at	198	0.848485	0.139931	-	0.458216	0.251457	0.120598	1.13 [0.92 - 1.39]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE7390	Breast cancer		Relapse Free Survival	Uppsala, Oxford, Stockholm, IGR, GUYT, CRH (1980-1998)	Desmedt	HG-U133A	212383_at	198	0.29798	0.0391984	0.422177	0.530446	0.228683	0.276349	1.32 [0.84 - 2.07]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE7390	Breast cancer		Overall Survival	Uppsala, Oxford, Stockholm, IGR, GUYT, CRH (1980-1998)	Desmedt	HG-U133A	205095_s_at	198	0.848485	0.139195	-	0.465117	0.425821	0.08719	1.09 [0.88 - 1.35]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE7390	Breast cancer		Distant Metastasis Free Survival	Uppsala, Oxford, Stockholm, IGR, GUYT, CRH (1980-1998)	Desmedt	HG-U133A	212383_at	198	0.29798	0.0281042	0.339032	0.698333	0.152549	0.398981	1.49 [0.86 - 2.57]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE12945	Colorectal cancer		Overall Survival	Berlin	Staub	HG-U133A	205095_s_at	62	0.725806	0.114452	-	-1.50355	0.509832	-0.882752	0.41 [0.03 - 5.71]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE12945	Colorectal cancer		Disease Free Survival	Berlin	Staub	HG-U133A	212383_at	51	0.117647	0.010189	0.163751	-2.01724	0.480636	-1.08309	0.34 [0.02 - 6.87]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE12945	Colorectal cancer		Overall Survival	Berlin	Staub	HG-U133A	212383_at	62	0.16129	0.00100456	0.0255826	-1.72727	0.0178477	-2.35925	0.09 [0.01 - 0.67]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE12945	Colorectal cancer		Disease Free Survival	Berlin	Staub	HG-U133A	205095_s_at	51	0.137255	0.359758	-	15.2489	0.324268	2.05018	7.77 [0.13 - 457.93]
GENE	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	None	GSE17536	Colorectal cancer		Disease Specific Survival	MCC	Smith	HG-U133_Plus_2	212383_at	177	0.107345	0.118671	-	0.897109	0.32824	0.57812	1.78 [0.56 - 5.68]
