TYPE	ID_NAME	ID_DESCRIPTION	DATA_POSTPROCESSING	DATASET	CANCER TYPE	SUBTYPE	ENDPOINT	COHORT	CONTRIBUTOR	ARRAY TYPE	PROBE ID	N	CUTPOINT	MINIMUM P-VALUE	CORRECTED P-VALUE	ln(HR-high / HR-low)	COX P-VALUE	ln(HR)	HR [95% CI-low CI-upp]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE17536	Colorectal cancer		Overall Survival	MCC	Smith	HG-U133_Plus_2	219488_at	177	0.677966	0.00958029	0.156324	-0.720216	0.133572	-0.90132	0.41 [0.13 - 1.32]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE14333	Colorectal cancer		Disease Free Survival	Melbourne	Jorissen	HG-U133_Plus_2	219488_at	226	0.827434	0.0704809	-	0.57631	0.548911	0.112322	1.12 [0.77 - 1.62]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE17537	Colorectal cancer		Overall Survival	VMC	Smith	HG-U133_Plus_2	219488_at	55	0.836364	0.250062	-	-0.834385	0.771285	-0.27968	0.76 [0.11 - 4.98]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE17537	Colorectal cancer		Disease Free Survival	VMC	Smith	HG-U133_Plus_2	219488_at	55	0.854545	0.0439701	0.454066	-15.3349	0.35358	-1.05765	0.35 [0.04 - 3.24]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE17537	Colorectal cancer		Disease Specific Survival	VMC	Smith	HG-U133_Plus_2	219488_at	49	0.816327	0.242236	-	-1.15701	0.722057	-0.434609	0.65 [0.06 - 7.10]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE22138	Eye cancer	Uveal melanoma	Distant Metastasis Free Survival	BRCIC	Laurent	HG-U133_Plus_2	219488_at	63	0.349206	0.00298538	0.0627427	-0.972109	0.0445684	-14.4417	0.00 [0.00 - 0.70]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE2837	Head and neck cancer	Squamous cell carcinoma	Relapse Free Survival	VUMC, VAMC, UTMDACC (1992-2005)	Chung	U133_X3P	g8392829_3p_x_at	28	0.5	0.176487	-	0.725304	0.835678	0.0816095	1.09 [0.50 - 2.35]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE2837	Head and neck cancer	Squamous cell carcinoma	Relapse Free Survival	VUMC, VAMC, UTMDACC (1992-2005)	Chung	U133_X3P	219488_3p_at	28	0.892857	0.0753004	-	1.3593	0.974999	-0.107304	0.90 [0.00 - 737.72]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE2837	Head and neck cancer	Squamous cell carcinoma	Relapse Free Survival	VUMC, VAMC, UTMDACC (1992-2005)	Chung	U133_X3P	g8392829_3p_at	28	0.107143	0.0391283	0.421692	-1.29458	0.0524865	-0.422363	0.66 [0.43 - 1.00]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	jacob-00182-CANDF	Lung cancer	Adenocarcinoma	Overall Survival	CAN/DF	Shedden	HG-U133A	219488_at	82	0.134146	0.0364571	0.402887	1.84663	0.0575238	1.06232	2.89 [0.97 - 8.66]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	jacob-00182-HLM	Lung cancer	Adenocarcinoma	Overall Survival	HLM	Shedden	HG-U133A	219488_at	79	0.873418	0.284917	-	0.385817	0.771438	-0.159843	0.85 [0.29 - 2.51]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	jacob-00182-MSK	Lung cancer	Adenocarcinoma	Overall Survival	MSK	Shedden	HG-U133A	219488_at	104	0.144231	0.0650147	-	-0.699015	0.712635	-0.293793	0.75 [0.16 - 3.56]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE13213	Lung cancer	Adenocarcinoma	Overall Survival	Nagoya (1995-1999, 2002-2004)	Tomida	G4112F	A_23_P57570	117	0.444444	0.323539	-	0.287474	0.99947	8.7957e-05	1.00 [0.77 - 1.30]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE31210	Lung cancer	Adenocarcinoma	Overall Survival	NCCRI	Okayama	HG-U133_Plus_2	219488_at	204	0.102941	0.0147358	0.2152	-1.07271	0.832129	0.0650329	1.07 [0.58 - 1.95]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE31210	Lung cancer	Adenocarcinoma	Relapse Free Survival	NCCRI	Okayama	HG-U133_Plus_2	219488_at	204	0.171569	0.00488053	0.0928578	-0.833958	0.91685	-0.0242789	0.98 [0.62 - 1.54]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	jacob-00182-UM	Lung cancer	Adenocarcinoma	Overall Survival	UM	Shedden	HG-U133A	219488_at	178	0.348315	0.0220719	0.287148	0.507749	0.112225	0.415792	1.52 [0.91 - 2.53]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE11117	Lung cancer	NSCLC	Overall Survival	Basel (2002-2005)	Baty	Novachip human 34.5k	H200011416	41	0.804878	0.00311056	0.0648546	1.28021	0.0590879	0.573087	1.77 [0.98 - 3.22]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE3141	Lung cancer	NSCLC	Overall Survival	Duke	Bild	HG-U133_Plus_2	219488_at	111	0.81982	0.0180816	0.249431	-0.984564	0.265304	-0.16928	0.84 [0.63 - 1.14]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE14814	Lung cancer	NSCLC	Overall Survival	JRB.10	Zhu	HG-U133A	219488_at	90	0.177778	0.0493887	0.487944	-0.709924	0.286379	-0.468036	0.63 [0.26 - 1.48]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE14814	Lung cancer	NSCLC	Disease Specific Survival	JRB.10	Zhu	HG-U133A	219488_at	90	0.144444	0.00916471	0.151167	-1.03786	0.181123	-0.677123	0.51 [0.19 - 1.37]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE8894	Lung cancer	NSCLC	Relapse Free Survival	Seoul (1995-2005)	Lee	HG-U133_Plus_2	219488_at	138	0.572464	0.0688572	-	-0.456359	0.221677	-0.308653	0.73 [0.45 - 1.20]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE4573	Lung cancer	Squamous cell carcinoma	Overall Survival	Michigan (1991-2002)	Raponi	HG-U133A	219488_at	129	0.899225	0.131394	-	0.537265	0.898666	-0.0273641	0.97 [0.64 - 1.48]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE17710	Lung cancer	Squamous cell carcinoma	Overall Survival	UNC	Wilkerson	Agilent-UNC-custom-4X44K	1743	56	0.732143	0.0246201	0.309747	0.861974	0.513214	0.109084	1.12 [0.80 - 1.55]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE17710	Lung cancer	Squamous cell carcinoma	Relapse Free Survival	UNC	Wilkerson	Agilent-UNC-custom-4X44K	3257	56	0.678571	0.324826	-	0.358779	0.87179	0.039748	1.04 [0.64 - 1.69]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE17710	Lung cancer	Squamous cell carcinoma	Relapse Free Survival	UNC	Wilkerson	Agilent-UNC-custom-4X44K	1743	56	0.732143	0.0614954	-	0.704825	0.777633	0.0443888	1.05 [0.77 - 1.42]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE17710	Lung cancer	Squamous cell carcinoma	Overall Survival	UNC	Wilkerson	Agilent-UNC-custom-4X44K	3257	56	0.678571	0.10959	-	0.592096	0.706175	0.100356	1.11 [0.66 - 1.86]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE9891	Ovarian cancer		Overall Survival	AOCS, RBH, WH, NKI-AVL (1992-2006)	Tothill	HG-U133_Plus_2	219488_at	278	0.895683	0.00468954	0.0899798	-1.21276	0.0372019	-0.494899	0.61 [0.38 - 0.97]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	DUKE-OC	Ovarian cancer		Overall Survival	Duke	Bild	HG-U133A	219488_at	133	0.556391	0.01265	0.192402	0.584324	0.206047	-0.440287	0.64 [0.33 - 1.27]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE26712	Ovarian cancer		Disease Free Survival	MSKCC (1990-2003)	Bonome	HG-U133_Plus_2	219488_at	185	0.264865	0.000115303	0.00396978	-0.69067	0.000557207	-0.824338	0.44 [0.27 - 0.70]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE26712	Ovarian cancer		Overall Survival	MSKCC (1990-2003)	Bonome	HG-U133_Plus_2	219488_at	185	0.264865	0.00018075	0.00588478	-0.714659	0.00239161	-0.785425	0.46 [0.27 - 0.76]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE17260	Ovarian cancer		Overall Survival	Niigata (1997-2008)	Yoshihara	G4112A	A_23_P57570	110	0.172727	0.145013	-	-0.543959	0.192761	-0.171417	0.84 [0.65 - 1.09]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE17260	Ovarian cancer		Progression Free Survival	Niigata (1997-2008)	Yoshihara	G4112A	A_23_P57570	110	0.827273	0.0429794	0.447612	-0.74045	0.112987	-0.157294	0.85 [0.70 - 1.04]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE14764	Ovarian cancer		Overall Survival	TOC	Denkert	HG-U133A	219488_at	80	0.725	0.0674697	-	-1.09313	0.334926	-0.233087	0.79 [0.49 - 1.27]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE16560	Prostate cancer		Overall Survival	Sweden (1977-1999)	Sboner	6K DASL	DAP3_3083	281	0.149466	0.0015367	0.0364567	-0.565061	0.0245802	-0.222086	0.80 [0.66 - 0.97]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE19234	Skin cancer	Melanoma	Overall Survival	NYU	Bogunovic	HG-U133_Plus_2	219488_at	38	0.210526	0.00740621	0.128481	-1.24458	0.109366	-0.668551	0.51 [0.23 - 1.16]
GENE	A4GALT	alpha 1,4-galactosyltransferase	None	GSE30929	Soft tissue cancer	Liposarcoma	Distant Recurrence Free Survival	MSKCC (1993-2008)	Gobble	HG-U133A	219488_at	140	0.885714	0.0666729	-	0.671938	0.18099	0.754144	2.13 [0.70 - 6.42]

TYPE	ID_NAME	ID_DESCRIPTION	DATA_POSTPROCESSING	DATASET	CANCER TYPE	SUBTYPE	ENDPOINT	COHORT	CONTRIBUTOR	ARRAY TYPE	PROBE ID	N	CUTPOINT	MINIMUM P-VALUE	CORRECTED P-VALUE	ln(HR-high / HR-low)	COX P-VALUE	ln(HR)	HR [95% CI-low CI-upp]
GENE	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	None	GSE5287	Bladder cancer		Overall Survival	Aarhus (1995-2004)	Als	HG-U133A	221131_at	30	0.366667	0.053833	-	-0.795704	0.469073	-0.670745	0.51 [0.08 - 3.14]
GENE	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	None	GSE13507	Bladder cancer		Overall Survival	CNUH	Kim	Human-6 v2	ILMN_1680754	165	0.278788	0.177247	-	0.391831	0.749926	-0.13069	0.88 [0.39 - 1.96]
GENE	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	None	GSE13507	Bladder cancer	Transitional cell carcinoma 	Disease Specific Survival	CNUH	Kim	Human-6 v2	ILMN_1680754	165	0.109091	0.121597	-	1.4444	0.626318	-0.368012	0.69 [0.16 - 3.04]
GENE	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	None	GSE12417-GPL96	Blood cancer	AML	Overall Survival	AMLCG (1999-2003)	Metzeler	HG-U133A	221131_at	163	0.472393	0.0802519	-	0.34963	0.912309	0.0946474	1.10 [0.20 - 5.92]
GENE	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	None	GSE12417-GPL570	Blood cancer	AML	Overall Survival	AMLCG (2004)	Metzeler	HG-U133_Plus_2	221131_at	79	0.670886	0.0125324	0.191079	0.727682	0.165977	1.39597	4.04 [0.56 - 29.11]
GENE	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	None	GSE5122	Blood cancer	AML	Overall Survival	San Diego	Raponi	HG-U133A	221131_at	58	0.724138	0.0515752	-	0.624418	0.162952	0.413	1.51 [0.85 - 2.70]
GENE	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	None	GSE8970	Blood cancer	AML	Overall Survival	San Diego	Raponi	HG-U133A	221131_at	34	0.470588	0.275805	-	-0.419814	0.751826	-0.0819251	0.92 [0.55 - 1.53]
GENE	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	None	GSE4475	Blood cancer	B-cell lymphoma	Overall Survival	Berlin (2003-2005)	Hummel	HG-U133A	221131_at	158	0.556962	0.113697	-	0.366465	0.329323	0.933031	2.54 [0.39 - 16.57]
GENE	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	None	E-TABM-346	Blood cancer	DLBCL	Overall Survival	GELA (1998-2000)	Jais	HG-U133A	221131_at	53	0.735849	0.367579	-	-0.38793	0.660312	-0.197735	0.82 [0.34 - 1.98]
GENE	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	None	E-TABM-346	Blood cancer	DLBCL	Event Free Survival	GELA (1998-2000)	Jais	HG-U133A	221131_at	53	0.113208	0.203548	-	-0.610177	0.189424	-0.545855	0.58 [0.26 - 1.31]
GENE	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	None	GSE16131-GPL96	Blood cancer	Follicular lymphoma	Overall Survival	NCI (1974-2001)	Dave	HG-U133A	221131_at	180	0.872222	0.0455995	0.464502	0.550655	0.635557	0.0679609	1.07 [0.81 - 1.42]
GENE	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	None	GSE2658	Blood cancer	Multiple myeloma	Disease Specific Survival	Arkansas	Zhan	HG-U133_Plus_2	221131_at	559	0.515206	0.0332637	0.379432	0.426139	0.108805	0.20862	1.23 [0.95 - 1.59]
GENE	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	None	GSE4271-GPL96	Brain cancer	Astrocytoma	Overall Survival	MDA	Phillips	HG-U133A	221131_at	77	0.727273	0.0920465	-	-0.514035	0.307465	-0.217032	0.80 [0.53 - 1.22]
GENE	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	None	GSE7696	Brain cancer	Glioblastoma	Overall Survival	Lausanne	Murat	HG-U133_Plus_2	221131_at	70	0.857143	0.178694	-	-0.540345	0.617259	-0.575036	0.56 [0.06 - 5.37]
GENE	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	None	GSE4412-GPL96	Brain cancer	Glioma	Overall Survival	UCLA (1996-2003)	Freije	HG-U133A	221131_at	74	0.689189	0.0250895	0.313796	0.651823	0.186185	0.392947	1.48 [0.83 - 2.65]
