TYPE	ID_NAME	ID_DESCRIPTION	DATA_POSTPROCESSING	DATASET	CANCER TYPE	SUBTYPE	ENDPOINT	COHORT	CONTRIBUTOR	ARRAY TYPE	PROBE ID	N	CUTPOINT	MINIMUM P-VALUE	CORRECTED P-VALUE	ln(HR-high / HR-low)	COX P-VALUE	ln(HR)	HR [95% CI-low CI-upp]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE7849	Breast cancer		Disease Free Survival	Duke (1990-2001)	Anders	HG-U95A	34084_at	76	0.302632	0.0298096	0.352753	1.93745	0.41933	0.182778	1.20 [0.77 - 1.87]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE12276	Breast cancer		Relapse Free Survival	EMC	Bos	HG-U133_Plus_2	207102_at	204	0.803922	0.14818	-	-0.250726	0.878007	0.00792227	1.01 [0.91 - 1.12]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE6532-GPL570	Breast cancer		Relapse Free Survival	GUYT	Loi	HG-U133_Plus_2	207102_at	87	0.712644	0.153033	-	0.557522	0.516187	-0.418253	0.66 [0.19 - 2.33]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE6532-GPL570	Breast cancer		Distant Metastasis Free Survival	GUYT	Loi	HG-U133_Plus_2	207102_at	87	0.712644	0.153033	-	0.557522	0.516187	-0.418253	0.66 [0.19 - 2.33]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE9195	Breast cancer		Distant Metastasis Free Survival	GUYT2	Loi	HG-U133_Plus_2	207102_at	77	0.272727	0.00769903	0.132363	-1.56196	0.105689	-4.47267	0.01 [0.00 - 2.57]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE9195	Breast cancer		Relapse Free Survival	GUYT2	Loi	HG-U133_Plus_2	207102_at	77	0.324675	0.00956685	0.156159	-1.37179	0.120325	-3.46597	0.03 [0.00 - 2.48]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE12093	Breast cancer		Distant Metastasis Free Survival	IO, NCI, TUM, CCF (1992-2000)	Zhang	HG-U133A	207102_at	136	0.191176	0.0266377	0.326919	-0.979946	0.131346	-0.29922	0.74 [0.50 - 1.09]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE11121	Breast cancer		Distant Metastasis Free Survival	Mainz (1988-1998)	Schmidt	HG-U133A	207102_at	200	0.135	0.270809	-	0.568799	0.643294	-0.0761079	0.93 [0.67 - 1.28]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE1378	Breast cancer		Relapse Free Survival	MGH (1987-2000)	Ma	Arcturus 22k	9970	60	0.866667	0.236351	-	-0.845511	0.602588	0.0838971	1.09 [0.79 - 1.49]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE1378	Breast cancer		Relapse Free Survival	MGH (1987-2000)	Ma	Arcturus 22k	260	60	0.433333	0.125263	-	0.613857	0.258725	0.196245	1.22 [0.87 - 1.71]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE1379	Breast cancer		Relapse Free Survival	MGH (1987-2000)	Ma	Arcturus 22k	9970	60	0.883333	0.0761965	-	0.858127	0.239186	0.167719	1.18 [0.89 - 1.56]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE1379	Breast cancer		Relapse Free Survival	MGH (1987-2000)	Ma	Arcturus 22k	260	60	0.183333	0.000451694	0.0129908	-1.39918	0.43181	0.129527	1.14 [0.82 - 1.57]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE9893	Breast cancer		Overall Survival	Montpellier, Bordeaux, Turin (1989-2001)	Chanrion	MLRG Human 21K V12.0	8008	155	0.316129	8.78139e-06	0.000397154	-1.18367	0.000662681	-0.647633	0.52 [0.36 - 0.76]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE2034	Breast cancer		Distant Metastasis Free Survival	Rotterdam (1980-1995)	Wang	HG-U133A	207102_at	286	0.758741	0.0228373	0.294049	0.468554	0.728531	0.044014	1.04 [0.82 - 1.34]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE1456-GPL96	Breast cancer		Relapse Free Survival	Stockholm (1994-1996)	Pawitan	HG-U133A	207102_at	159	0.106918	0.296399	-	-0.458211	0.62051	0.108631	1.11 [0.73 - 1.71]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE1456-GPL96	Breast cancer		Disease Specific Survival	Stockholm (1994-1996)	Pawitan	HG-U133A	207102_at	159	0.72327	0.160352	-	-0.677382	0.29759	0.246175	1.28 [0.80 - 2.03]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE1456-GPL96	Breast cancer		Overall Survival	Stockholm (1994-1996)	Pawitan	HG-U133A	207102_at	159	0.194969	0.102593	-	0.836182	0.0801791	0.329946	1.39 [0.96 - 2.01]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE7378	Breast cancer		Disease Free Survival	UCSF	Zhou	U133AAofAv2	207102_at	54	0.203704	0.112037	-	15.4475	0.849506	-0.32094	0.73 [0.03 - 19.97]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	E-TABM-158	Breast cancer		Relapse Free Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	207102_at	117	0.239316	0.185869	-	0.578284	0.753282	-0.104601	0.90 [0.47 - 1.73]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	E-TABM-158	Breast cancer		Disease Specific Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	207102_at	117	0.205128	0.233936	-	0.712454	0.805404	-0.0953436	0.91 [0.43 - 1.94]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	E-TABM-158	Breast cancer		Distant Metastasis Free Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	207102_at	117	0.735043	0.388089	-	-0.426585	0.793919	-0.108148	0.90 [0.40 - 2.02]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	E-TABM-158	Breast cancer		Overall Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	207102_at	117	0.239316	0.185869	-	0.578284	0.753282	-0.104601	0.90 [0.47 - 1.73]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE3494-GPL96	Breast cancer		Disease Specific Survival	Uppsala (1987-1989)	Miller	HG-U133A	207102_at	236	0.639831	0.125882	-	0.414679	0.150754	0.454355	1.58 [0.85 - 2.93]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE4922-GPL96	Breast cancer		Disease Free Survival	Uppsala (1987-1989)	Ivshina	HG-U133A	207102_at	249	0.361446	0.0545357	-	-0.406701	0.967388	0.00858846	1.01 [0.67 - 1.52]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE2990	Breast cancer		Relapse Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	207102_at	62	0.887097	0.0353896	0.395169	-15.478	0.506366	-0.354543	0.70 [0.25 - 2.00]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE2990	Breast cancer		Distant Metastasis Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	207102_at	125	0.664	0.0119178	0.184092	0.922523	0.183787	0.466731	1.59 [0.80 - 3.17]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE2990	Breast cancer		Relapse Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	207102_at	125	0.664	0.0688337	-	0.519166	0.101592	0.448985	1.57 [0.92 - 2.68]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE2990	Breast cancer		Distant Metastasis Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	207102_at	54	0.87037	0.0638151	-	-15.5442	0.4804	-0.460181	0.63 [0.18 - 2.27]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE7390	Breast cancer		Distant Metastasis Free Survival	Uppsala, Oxford, Stockholm, IGR, GUYT, CRH (1980-1998)	Desmedt	HG-U133A	207102_at	198	0.560606	0.00398739	0.0791223	0.730457	0.0177529	0.20102	1.22 [1.04 - 1.44]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE7390	Breast cancer		Overall Survival	Uppsala, Oxford, Stockholm, IGR, GUYT, CRH (1980-1998)	Desmedt	HG-U133A	207102_at	198	0.580808	0.00370035	0.0745459	0.7705	0.0182532	0.207634	1.23 [1.04 - 1.46]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE7390	Breast cancer		Relapse Free Survival	Uppsala, Oxford, Stockholm, IGR, GUYT, CRH (1980-1998)	Desmedt	HG-U133A	207102_at	198	0.686869	0.011624	0.180708	0.539758	0.0195691	0.165263	1.18 [1.03 - 1.36]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE12945	Colorectal cancer		Disease Free Survival	Berlin	Staub	HG-U133A	207102_at	51	0.882353	0.000308077	0.00934826	2.54999	0.00359584	10.4298	33853.58 [30.23 - 37914841.89]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE12945	Colorectal cancer		Overall Survival	Berlin	Staub	HG-U133A	207102_at	62	0.870968	0.000303635	0.00923175	1.85562	0.00273072	5.862	351.43 [7.60 - 16256.85]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE17536	Colorectal cancer		Disease Specific Survival	MCC	Smith	HG-U133_Plus_2	207102_at	177	0.20339	0.00501633	0.094886	-0.791991	0.127381	-2.16571	0.11 [0.01 - 1.86]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE17536	Colorectal cancer		Overall Survival	MCC	Smith	HG-U133_Plus_2	207102_at	177	0.20339	0.0337817	0.383312	-0.553256	0.577152	0.233206	1.26 [0.56 - 2.87]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE17536	Colorectal cancer		Disease Free Survival	MCC	Smith	HG-U133_Plus_2	207102_at	145	0.793103	0.0297383	0.352188	0.77353	0.431224	1.47652	4.38 [0.11 - 173.00]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE14333	Colorectal cancer		Disease Free Survival	Melbourne	Jorissen	HG-U133_Plus_2	207102_at	226	0.597345	0.0175328	0.243994	-0.769473	0.0952979	-0.234582	0.79 [0.60 - 1.04]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE17537	Colorectal cancer		Overall Survival	VMC	Smith	HG-U133_Plus_2	207102_at	55	0.690909	0.0439718	0.454078	0.882092	0.00825759	2.33337	10.31 [1.83 - 58.26]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE17537	Colorectal cancer		Disease Free Survival	VMC	Smith	HG-U133_Plus_2	207102_at	55	0.890909	0.0186107	0.254613	1.42789	0.0181933	1.7566	5.79 [1.35 - 24.89]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE17537	Colorectal cancer		Disease Specific Survival	VMC	Smith	HG-U133_Plus_2	207102_at	49	0.734694	0.156412	-	0.812036	0.334699	2.2214	9.22 [0.10 - 841.10]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE22138	Eye cancer	Uveal melanoma	Distant Metastasis Free Survival	BRCIC	Laurent	HG-U133_Plus_2	207102_at	63	0.238095	0.00226986	0.0502351	-1.03594	0.0921659	-6.94732	0.00 [0.00 - 3.12]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE2837	Head and neck cancer	Squamous cell carcinoma	Relapse Free Survival	VUMC, VAMC, UTMDACC (1992-2005)	Chung	U133_X3P	g5174694_3p_at	28	0.25	0.10564	-	-0.929474	0.260893	-1.8362	0.16 [0.01 - 3.92]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	jacob-00182-CANDF	Lung cancer	Adenocarcinoma	Overall Survival	CAN/DF	Shedden	HG-U133A	207102_at	82	0.634146	0.175252	-	0.458467	0.893719	-0.055088	0.95 [0.42 - 2.12]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	jacob-00182-HLM	Lung cancer	Adenocarcinoma	Overall Survival	HLM	Shedden	HG-U133A	207102_at	79	0.835443	0.0737546	-	-0.673663	0.849242	0.0797321	1.08 [0.48 - 2.46]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	jacob-00182-MSK	Lung cancer	Adenocarcinoma	Overall Survival	MSK	Shedden	HG-U133A	207102_at	104	0.317308	0.143393	-	0.57405	0.614305	0.28784	1.33 [0.44 - 4.09]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE31210	Lung cancer	Adenocarcinoma	Overall Survival	NCCRI	Okayama	HG-U133_Plus_2	207102_at	204	0.622549	0.130742	-	-0.614662	0.976856	0.00588119	1.01 [0.68 - 1.50]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE31210	Lung cancer	Adenocarcinoma	Relapse Free Survival	NCCRI	Okayama	HG-U133_Plus_2	207102_at	204	0.102941	0.0295203	0.350453	-0.746122	0.111185	-0.219797	0.80 [0.61 - 1.05]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	jacob-00182-UM	Lung cancer	Adenocarcinoma	Overall Survival	UM	Shedden	HG-U133A	207102_at	178	0.331461	0.0456466	0.4648	-0.405016	0.693197	-0.0877713	0.92 [0.59 - 1.42]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE3141	Lung cancer	NSCLC	Overall Survival	Duke	Bild	HG-U133_Plus_2	207102_at	111	0.576577	0.0132591	0.199189	-0.67391	0.192325	-0.192711	0.82 [0.62 - 1.10]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE14814	Lung cancer	NSCLC	Overall Survival	JRB.10	Zhu	HG-U133A	207102_at	90	0.177778	0.100613	-	-0.596927	0.699296	-0.667964	0.51 [0.02 - 15.20]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE14814	Lung cancer	NSCLC	Disease Specific Survival	JRB.10	Zhu	HG-U133A	207102_at	90	0.533333	0.13228	-	0.560382	0.596144	0.962406	2.62 [0.07 - 92.00]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE8894	Lung cancer	NSCLC	Relapse Free Survival	Seoul (1995-2005)	Lee	HG-U133_Plus_2	207102_at	138	0.818841	0.0365725	0.403714	-0.770746	0.048681	-4.54573	0.01 [0.00 - 0.97]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE4573	Lung cancer	Squamous cell carcinoma	Overall Survival	Michigan (1991-2002)	Raponi	HG-U133A	207102_at	129	0.534884	0.017143	0.240091	0.591136	0.144802	0.439379	1.55 [0.86 - 2.80]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE17710	Lung cancer	Squamous cell carcinoma	Overall Survival	UNC	Wilkerson	Agilent-UNC-custom-4X44K	23930	56	0.892857	0.0113623	0.177671	1.21155	0.226558	0.206258	1.23 [0.88 - 1.72]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE17710	Lung cancer	Squamous cell carcinoma	Relapse Free Survival	UNC	Wilkerson	Agilent-UNC-custom-4X44K	27421	56	0.892857	0.0137016	0.204051	1.10763	0.387401	0.24771	1.28 [0.73 - 2.25]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE17710	Lung cancer	Squamous cell carcinoma	Relapse Free Survival	UNC	Wilkerson	Agilent-UNC-custom-4X44K	23930	56	0.303571	0.0585948	-	0.800911	0.188428	0.211726	1.24 [0.90 - 1.69]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE17710	Lung cancer	Squamous cell carcinoma	Overall Survival	UNC	Wilkerson	Agilent-UNC-custom-4X44K	27421	56	0.803571	0.0339138	0.384297	0.855089	0.670626	0.128139	1.14 [0.63 - 2.05]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE9891	Ovarian cancer		Overall Survival	AOCS, RBH, WH, NKI-AVL (1992-2006)	Tothill	HG-U133_Plus_2	207102_at	278	0.899281	0.0837352	-	0.496541	0.551456	0.573898	1.78 [0.27 - 11.73]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	DUKE-OC	Ovarian cancer		Overall Survival	Duke	Bild	HG-U133A	207102_at	133	0.601504	0.00164445	0.0385571	0.732626	0.0378856	0.670711	1.96 [1.04 - 3.68]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE8841	Ovarian cancer		Overall Survival	Milan (1992-2003)	Marchini	G4100A	6074	81	0.246914	0.146106	-	1.06109	0.655654	0.159684	1.17 [0.58 - 2.37]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE8841	Ovarian cancer		Overall Survival	Milan (1992-2003)	Marchini	G4100A	9440	81	0.209877	0.222268	-	0.929322	0.995126	-0.00408007	1.00 [0.27 - 3.69]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE26712	Ovarian cancer		Disease Free Survival	MSKCC (1990-2003)	Bonome	HG-U133_Plus_2	207102_at	185	0.864865	0.243258	-	0.26936	0.582573	0.0942834	1.10 [0.79 - 1.54]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE26712	Ovarian cancer		Overall Survival	MSKCC (1990-2003)	Bonome	HG-U133_Plus_2	207102_at	185	0.864865	0.170279	-	0.333496	0.468503	0.123862	1.13 [0.81 - 1.58]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE17260	Ovarian cancer		Progression Free Survival	Niigata (1997-2008)	Yoshihara	G4112A	A_23_P255185	110	0.681818	0.00266129	0.0571744	0.708637	0.556309	0.0872076	1.09 [0.82 - 1.46]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE17260	Ovarian cancer		Progression Free Survival	Niigata (1997-2008)	Yoshihara	G4112A	A_23_P382000	110	0.627273	0.00157077	0.037124	0.727923	0.265388	0.214255	1.24 [0.85 - 1.81]
GENE	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	None	GSE17260	Ovarian cancer		Overall Survival	Niigata (1997-2008)	Yoshihara	G4112A	A_23_P255185	110	0.7	0.022083	0.287248	0.67955	0.604924	0.107824	1.11 [0.74 - 1.68]
