Feature,Gini,R
Flux change in Biotin Metabolism after gene KO,0.0,0.0
Flux change in CoA Biosynthesis after gene KO,0.0,0.0
Flux change in CoA Catabolism after gene KO,0.0,0.0
Flux change in Fatty acid activation after gene KO,0.0,0.0
Flux change in Fatty acid oxidation (peroxisome) after gene KO,0.0,0.0
Flux change in Galactose metabolism after gene KO,0.0,0.0
Flux change in Heme Biosynthesis after gene KO,0.0,0.0
Flux change in Heme Degradation after gene KO,0.0,0.0
Flux change in N-Glycan Degradation after gene KO,0.0,0.0
Flux change in Nucleic acid degradation after gene KO,0.0,0.0
Flux change in Nucleotide Sugar Metabolism after gene KO,0.0,0.0
Flux change in Phenylalanine metabolism after gene KO,0.0,0.0
Flux change in Purine Catabolism after gene KO,0.0,0.0
Flux change in Salvage Pathway after gene KO,0.0,0.0
Flux change in Steroid Metabolism after gene KO,0.0,0.0
Flux change in Thiamine Metabolism after gene KO,0.0,0.0
Flux change in Triacylglycerol Synthesis after gene KO,0.0,0.0
Flux change in Ubiquinone Biosynthesis after gene KO,0.0,0.0
Topological distance from D-glucose (media),0.0,0.0
Topological distance from glycine (media),0.0,0.0
Topological distance from leucine (media),0.0,0.0
Topological distance from inorganic phosphate (media),0.0,0.0
Topological distance from succinate (media),0.0,0.0
Topological distance from tetrahydrofolate (media),0.0,0.0
Topological distance from threonine (media),0.0,0.0
Topological distance from tryptophan (media),0.0,0.0
Topological distance from tyrosine (media),0.0,0.0
Topological distance from urea (media),0.0,0.0
Topological distance to AMP (biomass),0.0,0.0
Topological distance to asparagine (biomass),0.0,0.0
Topological distance to aspartate (biomass),0.0,0.0
Topological distance to diacylglycerol (biomass),0.0,0.0
Topological distance to isoleucine (biomass),0.0,0.0
Topological distance to leucine (biomass),0.0,0.0
Topological distance to phosphatidylinositol (biomass),0.0,0.8584859130135428
Topological distance to phosphatidylethanolamine (biomass),0.0,0.0
Topological distance to phenylalanine (biomass),0.0,0.0
Topological distance to serine (biomass),0.0,0.0
